StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID4_Browser,QID4_Version,QID4_Operating System,QID4_Resolution,Repeat_Password,CrowdWorksID,ParticipantID,cwid,Condition
2024-03-22 13:10:00,2024-03-22 13:10:38,0,153.151.82.131,100,37,1,2024-03-22 13:10:38,R_4Xn67Obbss3EwW5,,,,,35.7949,139.7334,anonymous,JA,Chrome,122.0.0.0,Linux x86_64,798x385,RO41074,5302284,41074,5302284,A
2024-03-22 13:11:15,2024-03-22 13:11:55,0,133.106.202.186,100,40,1,2024-03-22 13:11:55,R_4wAeybRjPHZlBc2,,,,,35.6897,139.6895,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1366x768,RO60582,2758922,60582,2758922,C
2024-03-22 13:12:14,2024-03-22 13:12:41,0,49.106.209.107,100,27,1,2024-03-22 13:12:41,R_4sp1ZbYQIBBMCRO,,,,,35.6897,139.6895,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1920x1080,RO33985,367640,33985,367640,A
2024-03-22 13:11:46,2024-03-22 13:12:44,0,119.171.37.245,100,58,1,2024-03-22 13:12:44,R_4RNUi1NBksvQTyS,,,,,35.3269,139.4271,anonymous,JA,Chrome,121.0.0.0,Windows NT 10.0,1920x1080,RO99598,113910,99598,113910,B
2024-03-22 12:57:09,2024-03-22 13:13:03,0,60.124.23.27,100,953,1,2024-03-22 13:13:04,R_4G3O1ibqWbK9t3s,,,,,35.6472,139.468,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1360x768,RO67589,603644,67589,603644,B
2024-03-22 13:12:47,2024-03-22 13:13:09,0,60.61.253.60,100,22,1,2024-03-22 13:13:10,R_4JlP00maAImFdfj,,,,,35.8691,139.6582,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1536x864,RO85871,1439109,85871,1439109,C
2024-03-22 13:12:50,2024-03-22 13:13:20,0,60.85.57.109,100,30,1,2024-03-22 13:13:20,R_4vhSVBNFe8Z4uU8,,,,,35.6897,139.6895,anonymous,JA,Chrome,122.0.0.0,CrOS x86_64 14541.0.0,1080x675,RO80947,1641297,80947,1641297,B
2024-03-22 13:13:10,2024-03-22 13:13:35,0,59.169.192.244,100,24,1,2024-03-22 13:13:35,R_47gr9TnaVKKFZTz,,,,,43.0763,141.3654,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1366x768,RO52070,5015788,52070,5015788,A
2024-03-22 13:13:53,2024-03-22 13:14:29,0,121.92.149.249,100,36,1,2024-03-22 13:14:30,R_4IaWSAkvBS4al5c,,,,,36.7135,137.227,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO19878,5138531,19878,5138531,C
2024-03-22 13:14:13,2024-03-22 13:14:52,0,153.239.147.0,100,38,1,2024-03-22 13:14:52,R_465MIR23O3B6mbT,,,,,34.6946,135.5021,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1280x720,RO95479,5208842,95479,5208842,A
2024-03-22 13:14:56,2024-03-22 13:15:13,0,119.150.27.141,100,16,1,2024-03-22 13:15:13,R_40aCK0rhy4RnUeB,,,,,33.5545,133.5326,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,3492x1965,RO53384,1523010,53384,1523010,B
2024-03-22 13:15:44,2024-03-22 13:16:05,0,124.219.162.102,100,20,1,2024-03-22 13:16:06,R_4HEgfgbkWF9Q4lb,,,,,35.5713,139.5718,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1366x768,RO79925,968553,79925,968553,B
2024-03-22 13:15:54,2024-03-22 13:16:31,0,61.86.162.145,100,37,1,2024-03-22 13:16:31,R_4KrhUkrTTzbInkt,,,,,35.0203,135.7602,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO51388,4758400,51388,4758400,A
2024-03-22 13:16:01,2024-03-22 13:16:32,0,126.42.50.50,100,31,1,2024-03-22 13:16:33,R_42hx83QPDNei24m,,,,,35.6143,140.1062,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1366x768,RO71688,5081515,71688,5081515,C
2024-03-22 13:15:51,2024-03-22 13:16:36,0,153.135.247.177,100,44,1,2024-03-22 13:16:36,R_4TMTrt4zLq3NX7X,,,,,35.6837,139.6805,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1372x654,RO89157,1786264,89157,1786264,B
2024-03-22 13:15:50,2024-03-22 13:16:36,0,133.32.225.9,100,45,1,2024-03-22 13:16:36,R_4CsBl4s1GTXf5rc,,,,,35.6837,139.6805,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1366x768,RO41682,3184242,41682,3184242,B
2024-03-22 13:16:36,2024-03-22 13:17:06,0,138.64.96.18,100,29,1,2024-03-22 13:17:06,R_4e85vhr1NlUAU84,,,,,35.6837,139.6805,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1600x900,RO50584,3579473,50584,3579473,C
2024-03-22 13:17:10,2024-03-22 13:17:39,0,133.32.131.105,100,29,1,2024-03-22 13:17:40,R_4mWx65vPn7Fg4il,,,,,35.6837,139.6805,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO85534,5372982,85534,5372982,C
2024-03-22 13:17:35,2024-03-22 13:17:56,0,61.86.53.105,100,20,1,2024-03-22 13:17:56,R_40x3bX5fnt9lfjz,,,,,34.6813,135.6958,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1536x864,RO47701,4087419,47701,4087419,C
2024-03-22 13:17:48,2024-03-22 13:18:15,0,221.190.23.171,100,26,1,2024-03-22 13:18:15,R_4R8m5u1jAJIgnDI,,,,,35.6897,139.6895,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1920x1080,RO76692,276409,76692,276409,A
2024-03-22 13:18:31,2024-03-22 13:18:52,0,171.96.189.225,100,21,1,2024-03-22 13:18:53,R_4VMZfhhqETriqfT,,,,,13.7063,100.4597,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1182x739,RO20572,878721,20572,878721,B
2024-03-22 13:18:29,2024-03-22 13:19:01,0,60.145.56.36,100,32,1,2024-03-22 13:19:02,R_43rr5MFr1pULQOI,,,,,34.6986,135.5079,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1366x768,RO45860,4550563,45860,4550563,A
2024-03-22 13:18:42,2024-03-22 13:19:06,0,114.150.219.2,100,23,1,2024-03-22 13:19:06,R_4CXhUBBIz4pt2LL,,,,,35.2881,139.1398,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1440x900,RO80907,4873650,80907,4873650,B
2024-03-22 13:18:39,2024-03-22 13:19:20,0,114.162.133.6,100,40,1,2024-03-22 13:19:20,R_4q8KsXbxFVEeJjZ,,,,,38.2676,140.87,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1536x864,RO14013,4409144,14013,4409144,A
2024-03-22 13:18:58,2024-03-22 13:19:32,0,180.31.142.44,100,34,1,2024-03-22 13:19:33,R_4I69PocYAsFcAPl,,,,,36.392,140.2939,anonymous,JA,Chrome,116.0.0.0,Macintosh,1920x1080,RO62008,4008717,62008,4008717,A
2024-03-22 13:19:18,2024-03-22 13:19:39,0,138.64.211.183,100,20,1,2024-03-22 13:19:40,R_4hLH2J1CKNiF7ML,,,,,34.6922,135.1816,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1920x1080,RO97212,2623557,97212,2623557,B
2024-03-22 13:19:22,2024-03-22 13:19:45,0,27.133.53.168,100,23,1,2024-03-22 13:19:46,R_4RgEHjWM8aArUad,,,,,34.3331,134.0603,anonymous,JA,Chrome,109.0.0.0,Windows NT 10.0,1366x768,RO55379,188917,55379,188917,A
2024-03-22 13:19:07,2024-03-22 13:19:50,0,150.66.83.142,100,42,1,2024-03-22 13:19:50,R_4SeiGMCAaGY2fiU,,,,,35.6897,139.6895,anonymous,JA,Chrome,122.0.0.0,Linux x86_64,1920x1080,RO86482,2912766,86482,2912766,A
2024-03-22 13:18:58,2024-03-22 13:19:56,0,122.26.98.133,100,58,1,2024-03-22 13:19:57,R_4zcejvhTo2VRGxQ,,,,,35.3895,139.5814,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1920x1080,RO21852,1887732,21852,1887732,A
2024-03-22 13:19:23,2024-03-22 13:20:04,0,119.150.70.164,100,40,1,2024-03-22 13:20:04,R_4lm0FAvliePDGmV,,,,,35.6143,140.1062,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO90960,62735,90960,62735,A
2024-03-22 13:19:42,2024-03-22 13:20:13,0,106.154.148.94,100,30,1,2024-03-22 13:20:14,R_4esTkPvYOnlExq1,,,,,34.6947,135.5,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1920x1080,RO71209,1304218,71209,1304218,B
2024-03-22 13:20:08,2024-03-22 13:20:43,0,49.98.165.61,100,34,1,2024-03-22 13:20:43,R_4gN392cyFdeW4LW,,,,,35.6897,139.6895,anonymous,JA,Chrome,109.0.0.0,Windows NT 10.0,1366x768,RO72784,192367,72784,192367,C
2024-03-22 13:20:26,2024-03-22 13:20:47,0,113.35.38.183,100,21,1,2024-03-22 13:20:47,R_4tlNLiNpMOnlc1V,,,,,35.8475,139.7328,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1920x1080,RO78120,3260097,78120,3260097,C
2024-03-22 13:20:09,2024-03-22 13:20:52,0,140.227.228.202,100,43,1,2024-03-22 13:20:53,R_4jwYxyN3oY8STvd,,,,,35.0333,134.8121,anonymous,JA,Chrome,122.0.6261.51,Windows NT 10.0,1920x1080,RO32490,1595964,32490,1595964,C
2024-03-22 13:21:12,2024-03-22 13:21:52,0,125.52.83.68,100,40,1,2024-03-22 13:21:53,R_4P6Me6vipWiPVht,,,,,42.8225,141.6516,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1450x816,RO31583,753876,31583,753876,C
2024-03-22 13:22:13,2024-03-22 13:22:41,0,106.180.2.143,100,28,1,2024-03-22 13:22:42,R_4PZtaP1tmuOij9T,,,,,35.6837,139.6805,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1920x1200,RO78444,4752507,78444,4752507,B
2024-03-22 13:22:25,2024-03-22 13:23:05,0,153.212.79.63,100,39,1,2024-03-22 13:23:05,R_7YzwOt5wB1RJDfX,,,,,35.6837,139.6805,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1536x960,RO40146,5127776,40146,5127776,A
2024-03-22 13:22:15,2024-03-22 13:23:08,0,153.201.141.139,100,52,1,2024-03-22 13:23:09,R_4w4V6rLT36NY4MK,,,,,34.9701,136.6171,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1536x864,RO54318,1060098,54318,1060098,C
2024-03-22 13:22:10,2024-03-22 13:23:09,0,131.147.232.219,100,59,1,2024-03-22 13:23:10,R_4NJEiV6PgY2SBep,,,,,35.8418,139.794,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,「RO43569」,1534032,43569,1534032,B
2024-03-22 13:22:48,2024-03-22 13:23:13,0,60.111.183.188,100,24,1,2024-03-22 13:23:14,R_4EaQKcW5v7Ux7IY,,,,,35.6837,139.6805,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO32945,707767,32945,707767,A
2024-03-22 13:22:58,2024-03-22 13:23:37,0,118.7.167.136,100,39,1,2024-03-22 13:23:38,R_4G1vR2GeQoZt0pJ,,,,,39.7014,141.1403,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO73010,3693076,73010,3693076,A
2024-03-22 13:23:20,2024-03-22 13:23:53,0,147.161.195.103,100,32,1,2024-03-22 13:23:53,R_4e3sX7GS4M1oXKt,,,,,34.6946,135.5021,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1280x800,RO53782,915200,53782,915200,C
2024-03-22 13:23:30,2024-03-22 13:23:54,0,118.109.63.0,100,24,1,2024-03-22 13:23:54,R_4DurpWlBRn1h5vJ,,,,,34.1904,131.465,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1600x900,RO43549,122636,43549,122636,A
2024-03-22 13:23:49,2024-03-22 13:24:20,0,61.205.96.78,100,31,1,2024-03-22 13:24:21,R_4C8imaqhSP2esNO,,,,,35.6897,139.6895,anonymous,JA,Safari,17.1.2,Macintosh,1440x900,RO46861,728411,46861,728411,A
2024-03-22 13:23:47,2024-03-22 13:24:25,0,133.206.33.192,100,38,1,2024-03-22 13:24:25,R_4hFineNiRydZwXT,,,,,34.6986,135.5079,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO58365,1472598,58365,1472598,B
2024-03-22 13:24:05,2024-03-22 13:24:42,0,133.218.180.159,100,36,1,2024-03-22 13:24:43,R_4R2v9lDkKFVFZ9n,,,,,35.1826,136.88,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1920x1080,RO68295,4960690,68295,4960690,B
2024-03-22 13:25:01,2024-03-22 13:25:16,0,61.86.53.105,100,15,1,2024-03-22 13:25:16,R_42qQzUWv6EKn2Sx,,,,,34.6813,135.6958,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1536x864,RO27874,5439917,27874,5439917,A
2024-03-22 13:25:01,2024-03-22 13:25:34,0,219.100.37.244,100,33,1,2024-03-22 13:25:34,R_4EpjuXK5PHHGCLP,,,,,35.6897,139.6895,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1366x768,RO45920,149507,45920,149507,B
2024-03-22 13:25:13,2024-03-22 13:25:42,0,217.178.86.203,100,29,1,2024-03-22 13:25:43,R_4dSmZtxRxgd7IIE,,,,,35.6897,139.6895,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1366x768,RO48243,4605808,48243,4605808,C
2024-03-22 13:25:10,2024-03-22 13:25:46,0,14.12.96.66,100,35,1,2024-03-22 13:25:46,R_4Td9T5QhlDXaoIV,,,,,32.7481,129.8816,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO69306,222621,69306,222621,A
2024-03-22 13:25:14,2024-03-22 13:25:53,0,106.72.205.160,100,38,1,2024-03-22 13:25:53,R_4dxKZyfdZFuXYyd,,,,,35.6958,139.5855,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1280x720,RO67709,4398508,67709,4398508,C
2024-03-22 13:24:57,2024-03-22 13:26:04,0,133.106.188.43,100,66,1,2024-03-22 13:26:04,R_4dcpRpS04E8YPUe,,,,,35.6887,139.745,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1366x768,RO84118,81949,84118,81949,A
2024-03-22 13:25:53,2024-03-22 13:26:18,0,153.191.5.7,100,24,1,2024-03-22 13:26:19,R_4DZcKFD0kZMh3Ud,,,,,34.6988,137.7338,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO34345,1039845,34345,1039845,B
2024-03-22 13:27:09,2024-03-22 13:27:36,0,220.220.144.112,100,27,1,2024-03-22 13:27:37,R_4GqBEwcX0AUrCpv,,,,,37.4051,140.3896,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1280x1024,RO18042,1610899,18042,1610899,A
2024-03-22 13:26:46,2024-03-22 13:27:38,0,153.198.209.206,100,52,1,2024-03-22 13:27:39,R_4lDlODMU9qXb4P6,,,,,33.8396,132.7601,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO41949,1916814,41949,1916814,B
2024-03-22 13:27:25,2024-03-22 13:27:51,0,121.200.172.212,100,26,1,2024-03-22 13:27:51,R_4fabJ7ImbKclMI1,,,,,35.4818,133.0704,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1280x720,RO53162,839571,53162,839571,A
2024-03-22 13:26:44,2024-03-22 13:28:04,0,106.72.183.33,100,79,1,2024-03-22 13:28:04,R_4JoT6h2Ycn6648N,,,,,35.754,139.7803,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1536x864,RO11220,3327831,11220,3327831,C
2024-03-22 13:27:27,2024-03-22 13:28:12,0,14.13.132.0,100,44,1,2024-03-22 13:28:12,R_4UWS9PkXnJweOkF,,,,,34.8094,135.3661,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1280x720,RO27913,1653418,27913,1653418,C
2024-03-22 13:28:39,2024-03-22 13:29:04,0,217.178.129.102,100,24,1,2024-03-22 13:29:04,R_4rUKiLL3qo73Jm5,,,,,35.6837,139.6805,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO48379,1034994,48379,1034994,A
2024-03-22 13:28:55,2024-03-22 13:29:21,0,121.80.47.126,100,25,1,2024-03-22 13:29:21,R_4K6ZiQ7O12XwSkt,,,,,34.8132,134.6873,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,2560x1440,RO11932,757433,11932,757433,A
2024-03-22 13:28:30,2024-03-22 13:29:25,0,203.180.17.152,100,54,1,2024-03-22 13:29:25,R_41EiBaqhcVoqVr3,,,,,34.6401,133.9183,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1366x768,RO34463,1821086,34463,1821086,B
2024-03-22 13:29:02,2024-03-22 13:29:41,0,114.170.19.37,100,38,1,2024-03-22 13:29:41,R_4MVR1P4RzxO3jDI,,,,,32.7965,130.6768,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1920x1080,RO59177,114735,59177,114735,B
2024-03-22 13:29:30,2024-03-22 13:30:12,0,119.150.149.167,100,42,1,2024-03-22 13:30:12,R_4CqCsqRkMrjI2iS,,,,,34.9764,136.6106,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1920x1080,RO26587,4103250,26587,4103250,B
2024-03-22 13:30:10,2024-03-22 13:30:41,0,171.96.189.225,100,30,1,2024-03-22 13:30:42,R_4ccQDBpx1fQjmeZ,,,,,13.7063,100.4597,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1182x739,RO52848,4823576,52848,4823576,C
2024-03-22 13:30:24,2024-03-22 13:30:57,0,136.23.34.145,100,32,1,2024-03-22 13:30:57,R_4oVzXGQNfZEcxSF,,,,,35.6897,139.6895,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO21371,5632292,21371,5632292,A
2024-03-22 13:30:49,2024-03-22 13:31:19,0,114.170.19.37,100,30,1,2024-03-22 13:31:20,R_4TLTjgqiTgjuV50,,,,,32.7965,130.6768,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO80220,115345,80220,115345,B
2024-03-22 13:31:31,2024-03-22 13:31:39,0,61.86.53.105,100,7,1,2024-03-22 13:31:39,R_4wGIGRhEyujaH6F,,,,,34.6813,135.6958,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO40393,5023829,40393,5023829,A
2024-03-22 13:31:23,2024-03-22 13:31:54,0,133.218.150.214,100,30,1,2024-03-22 13:31:55,R_4uyX0nCeDvL8uXL,,,,,35.179,136.8939,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO81442,2044605,81442,2044605,B
2024-03-22 13:31:49,2024-03-22 13:32:13,0,140.227.204.70,100,23,1,2024-03-22 13:32:13,R_4vkNw8oD9L1TMFI,,,,,35.0333,134.8121,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO56288,671182,56288,671182,C
